epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,397.012,3.22442,2.04502,0.86636,0.20484,0.15355,0.07659,0.02027,3.05623,1.74519,0.86974,0.0016436,0.0016436,0.0016436
29,411.786,3.24375,2.06273,0.86018,0.25324,0.13419,0.07852,0.02051,3.1055,1.77096,0.88133,0.0016304,0.0016304,0.0016304
30,425.221,3.25856,2.09522,0.85122,0.23217,0.15226,0.08643,0.02699,2.99594,1.7253,0.87646,0.0016172,0.0016172,0.0016172
31,439.877,3.4648,2.23321,0.90083,0.22548,0.16387,0.07862,0.02191,3.08538,1.86042,0.87975,0.001604,0.001604,0.001604
32,452.743,3.36392,2.1962,0.92164,0.26339,0.14065,0.0922,0.02487,3.04135,1.80291,0.87674,0.0015908,0.0015908,0.0015908
33,467.104,3.35569,2.00334,0.88623,0.23451,0.18065,0.09719,0.02555,2.96279,1.81323,0.88673,0.0015776,0.0015776,0.0015776
34,480.938,3.08143,1.91567,0.86567,0.26273,0.16258,0.09938,0.03292,2.82411,1.70492,0.86499,0.0015644,0.0015644,0.0015644
35,493.988,3.07924,2.00792,0.90463,0.27161,0.1729,0.10368,0.03367,2.85316,1.69742,0.86612,0.0015512,0.0015512,0.0015512
36,508.371,3.38654,2.12927,0.85974,0.24747,0.17677,0.08854,0.02611,2.93314,1.7268,0.87074,0.001538,0.001538,0.001538
37,521.913,3.19295,2.02118,0.87732,0.2572,0.1729,0.09139,0.0288,2.82856,1.72431,0.85997,0.0015248,0.0015248,0.0015248
38,536.234,3.20581,1.99759,0.8747,0.26544,0.1729,0.09976,0.03072,2.82513,1.66299,0.86473,0.0015116,0.0015116,0.0015116
39,549.311,3.0827,1.95347,0.82952,0.26181,0.15742,0.09121,0.03237,2.85201,1.74469,0.8612,0.0014984,0.0014984,0.0014984
40,564.37,3.266,1.95798,0.8569,0.25079,0.13806,0.08539,0.02763,2.91028,1.68126,0.85892,0.0014852,0.0014852,0.0014852
41,578.167,3.10535,2.05887,0.89757,0.2703,0.18065,0.1085,0.03659,2.64804,1.62095,0.86636,0.001472,0.001472,0.001472
42,592.619,3.08866,1.96192,0.9068,0.27081,0.18258,0.10239,0.02967,2.79795,1.61624,0.86646,0.0014588,0.0014588,0.0014588
43,606.532,3.23758,2.03439,0.92127,0.28004,0.18419,0.10553,0.02989,2.77334,1.61206,0.85817,0.0014456,0.0014456,0.0014456
44,621.448,3.1334,2.00909,0.85037,0.25838,0.17161,0.10164,0.03574,2.66364,1.61924,0.85205,0.0014324,0.0014324,0.0014324
45,636.293,3.10155,1.83375,0.84356,0.25657,0.1871,0.11378,0.03996,2.64221,1.58665,0.85497,0.0014192,0.0014192,0.0014192
46,649.731,3.19861,1.9703,0.91123,0.23846,0.17032,0.09084,0.02566,2.95841,1.70899,0.86717,0.001406,0.001406,0.001406
47,664.738,3.00376,1.90203,0.83153,0.27881,0.18065,0.1068,0.03262,2.84306,1.66001,0.85596,0.0013928,0.0013928,0.0013928
48,678.109,3.04112,1.95094,0.86166,0.25787,0.20645,0.11506,0.03474,2.64168,1.62255,0.84797,0.0013796,0.0013796,0.0013796
49,693.052,3.12534,1.99594,0.85013,0.25733,0.18581,0.11289,0.03487,2.61464,1.68294,0.84635,0.0013664,0.0013664,0.0013664
50,706.396,2.95007,1.90549,0.85841,0.29512,0.2129,0.13103,0.04301,2.66571,1.57433,0.84807,0.0013532,0.0013532,0.0013532
51,721.179,2.98675,1.81772,0.83,0.26457,0.16903,0.09956,0.03052,2.86924,1.63157,0.85387,0.00134,0.00134,0.00134
52,734.465,3.11522,1.9388,0.87208,0.24371,0.18194,0.10864,0.03483,2.70147,1.63939,0.85722,0.0013268,0.0013268,0.0013268
53,749.52,2.85135,1.75574,0.82994,0.30235,0.19742,0.13642,0.04472,2.59124,1.56921,0.85383,0.0013136,0.0013136,0.0013136
54,762.986,2.98789,1.90858,0.83941,0.27888,0.19742,0.11081,0.03404,2.62674,1.58242,0.84854,0.0013004,0.0013004,0.0013004
55,777.173,3.16458,2.00808,0.87264,0.27108,0.18194,0.10656,0.03063,2.86327,1.66471,0.85878,0.0012872,0.0012872,0.0012872
56,791.421,3.12107,1.86992,0.86758,0.29347,0.19355,0.11121,0.03247,2.79132,1.61274,0.85658,0.001274,0.001274,0.001274
57,804.517,2.85599,1.81836,0.81592,0.28634,0.20774,0.12826,0.04307,2.58737,1.55088,0.84668,0.0012608,0.0012608,0.0012608
58,818.807,2.9432,1.81232,0.87525,0.27273,0.19742,0.11769,0.04115,2.5428,1.56927,0.84423,0.0012476,0.0012476,0.0012476
59,832.271,2.86836,1.81484,0.83852,0.30817,0.20387,0.11885,0.0398,2.64673,1.58739,0.84593,0.0012344,0.0012344,0.0012344
60,846.908,2.8307,1.82053,0.83878,0.28164,0.19871,0.11767,0.0415,2.58728,1.61231,0.84337,0.0012212,0.0012212,0.0012212
61,860.533,2.92155,1.84201,0.87375,0.27755,0.22839,0.12832,0.04316,2.48538,1.55711,0.84307,0.001208,0.001208,0.001208
62,875.383,2.94612,1.89687,0.90116,0.27749,0.22452,0.13335,0.03804,2.61483,1.57814,0.85017,0.0011948,0.0011948,0.0011948
63,888.816,3.198,1.9039,0.87839,0.25594,0.20645,0.12487,0.04326,2.55299,1.60248,0.8439,0.0011816,0.0011816,0.0011816
64,903.571,2.89304,1.92106,0.84688,0.3058,0.19226,0.13102,0.04318,2.48564,1.53974,0.83668,0.0011684,0.0011684,0.0011684
65,916.94,2.80216,1.80399,0.83954,0.281,0.20903,0.1397,0.0497,2.40473,1.5265,0.83509,0.0011552,0.0011552,0.0011552
66,931.557,2.97576,1.774,0.84239,0.25154,0.21806,0.1318,0.0392,2.69483,1.58871,0.84418,0.001142,0.001142,0.001142
67,946.026,2.90337,1.7692,0.82523,0.28773,0.21032,0.13882,0.04628,2.42841,1.48636,0.83621,0.0011288,0.0011288,0.0011288
68,959.538,2.92763,1.83065,0.85613,0.28472,0.21161,0.13379,0.04362,2.47847,1.51959,0.84192,0.0011156,0.0011156,0.0011156
69,974.037,2.8236,1.78321,0.82743,0.26355,0.19226,0.11977,0.0426,2.56809,1.52996,0.84554,0.0011024,0.0011024,0.0011024
70,986.887,2.81217,1.80822,0.86021,0.2749,0.23226,0.13923,0.05055,2.40749,1.4714,0.83816,0.0010892,0.0010892,0.0010892
71,1001.24,2.75615,1.81103,0.83336,0.30748,0.22581,0.14579,0.04735,2.43723,1.46994,0.83596,0.001076,0.001076,0.001076
72,1014.43,2.82123,1.91135,0.85306,0.27535,0.21677,0.13197,0.04666,2.47326,1.52501,0.83292,0.0010628,0.0010628,0.0010628
73,1029.31,2.66707,1.7186,0.85232,0.30685,0.20774,0.15428,0.05457,2.45437,1.5004,0.83501,0.0010496,0.0010496,0.0010496
74,1042.68,2.76323,1.92016,0.8489,0.30792,0.22194,0.14067,0.047,2.42641,1.53445,0.83499,0.0010364,0.0010364,0.0010364
75,1057.22,2.68867,1.78181,0.8597,0.30288,0.22323,0.14985,0.0535,2.38829,1.49086,0.83341,0.0010232,0.0010232,0.0010232
76,1070.73,2.81944,1.78403,0.83292,0.3059,0.21548,0.13837,0.05168,2.35688,1.50229,0.83457,0.00101,0.00101,0.00101
77,1085.69,2.55075,1.61206,0.8374,0.28623,0.22194,0.1493,0.05484,2.33179,1.47018,0.82873,0.0009968,0.0009968,0.0009968
78,1100.13,2.67622,1.64494,0.83823,0.28331,0.21677,0.13807,0.0501,2.38693,1.48314,0.83035,0.0009836,0.0009836,0.0009836
79,1113.95,2.79351,1.68906,0.84224,0.29398,0.22452,0.14928,0.05541,2.28939,1.45057,0.82806,0.0009704,0.0009704,0.0009704
80,1129.1,2.69211,1.65873,0.84978,0.30374,0.21548,0.15379,0.05217,2.486,1.49916,0.83641,0.0009572,0.0009572,0.0009572
81,1143.03,2.74287,1.66558,0.85129,0.28558,0.24706,0.15352,0.05353,2.36403,1.46564,0.82986,0.000944,0.000944,0.000944
82,1158.03,2.74248,1.7199,0.82871,0.28152,0.23484,0.14148,0.04743,2.4294,1.48988,0.83686,0.0009308,0.0009308,0.0009308
83,1171.49,2.83656,1.74807,0.85925,0.33777,0.20387,0.15014,0.05315,2.31658,1.45651,0.8296,0.0009176,0.0009176,0.0009176
84,1186.54,2.56818,1.63139,0.81197,0.31423,0.21935,0.15992,0.05592,2.42018,1.46791,0.83279,0.0009044,0.0009044,0.0009044
85,1200.51,2.77352,1.71412,0.84834,0.30267,0.24129,0.16736,0.05759,2.28608,1.45757,0.83552,0.0008912,0.0008912,0.0008912
86,1215.79,2.73571,1.8518,0.84024,0.3519,0.2129,0.17991,0.06722,2.2926,1.53149,0.8314,0.000878,0.000878,0.000878
87,1229.22,2.67423,1.73109,0.81119,0.3043,0.22968,0.15998,0.05763,2.39386,1.46604,0.83362,0.0008648,0.0008648,0.0008648
88,1244.1,2.58743,1.688,0.82527,0.31996,0.23226,0.18195,0.06675,2.31927,1.43548,0.83119,0.0008516,0.0008516,0.0008516
89,1257.7,2.63117,1.66739,0.84134,0.35258,0.21935,0.16092,0.0565,2.23875,1.4313,0.8287,0.0008384,0.0008384,0.0008384
90,1272.6,2.65578,1.65656,0.84675,0.32897,0.21161,0.15739,0.05763,2.29116,1.42791,0.83053,0.0008252,0.0008252,0.0008252
91,1287.16,2.66946,1.62825,0.84821,0.31342,0.24129,0.17086,0.06018,2.37724,1.42638,0.83332,0.000812,0.000812,0.000812
92,1300.78,2.66637,1.62908,0.85928,0.32001,0.21496,0.15585,0.06182,2.26529,1.39849,0.82679,0.0007988,0.0007988,0.0007988
93,1315.88,2.50405,1.62983,0.81185,0.3129,0.20516,0.15699,0.0564,2.4272,1.40569,0.83281,0.0007856,0.0007856,0.0007856
94,1329.11,2.50298,1.59868,0.82091,0.32511,0.22194,0.17287,0.06428,2.3323,1.45561,0.82647,0.0007724,0.0007724,0.0007724
95,1344.37,2.55676,1.68073,0.83063,0.30328,0.23647,0.16716,0.058,2.36649,1.41876,0.83228,0.0007592,0.0007592,0.0007592
96,1357.65,2.58529,1.60591,0.81636,0.30944,0.24645,0.19439,0.07292,2.18368,1.36618,0.82432,0.000746,0.000746,0.000746
97,1372.03,2.6252,1.62457,0.82027,0.30076,0.26141,0.18594,0.06927,2.18001,1.37561,0.8226,0.0007328,0.0007328,0.0007328
98,1385.29,2.58741,1.61631,0.8385,0.34144,0.25032,0.17904,0.06367,2.29004,1.39807,0.82879,0.0007196,0.0007196,0.0007196
99,1399.76,2.66685,1.62534,0.83416,0.31903,0.23939,0.17186,0.06128,2.25335,1.40185,0.82483,0.0007064,0.0007064,0.0007064
100,1412.83,2.51217,1.58393,0.82381,0.32895,0.26065,0.19017,0.06698,2.21204,1.37425,0.82179,0.0006932,0.0006932,0.0006932
101,1427.56,2.46529,1.61619,0.85623,0.30978,0.25032,0.18582,0.0687,2.23812,1.37807,0.82175,0.00068,0.00068,0.00068
102,1441.78,2.49725,1.55634,0.83691,0.3316,0.25806,0.19648,0.07159,2.17913,1.36997,0.82406,0.0006668,0.0006668,0.0006668
103,1455.66,2.5716,1.61002,0.86507,0.33222,0.26065,0.18868,0.06074,2.23994,1.40273,0.82434,0.0006536,0.0006536,0.0006536
104,1470.13,2.65815,1.62669,0.83612,0.31964,0.24516,0.16989,0.05925,2.25437,1.39416,0.82516,0.0006404,0.0006404,0.0006404
105,1483.38,2.32121,1.59116,0.82791,0.32858,0.23616,0.18309,0.07144,2.14209,1.38893,0.82247,0.0006272,0.0006272,0.0006272
106,1498.34,2.44162,1.57668,0.81482,0.35051,0.26065,0.20565,0.07393,2.17336,1.36067,0.82683,0.000614,0.000614,0.000614
107,1512.06,2.63436,1.69471,0.80753,0.33768,0.26581,0.19946,0.07228,2.23252,1.3483,0.82505,0.0006008,0.0006008,0.0006008
108,1527.47,2.35178,1.5056,0.78365,0.35253,0.26065,0.20295,0.07636,2.17532,1.33542,0.82487,0.0005876,0.0005876,0.0005876
109,1541.66,2.5719,1.61929,0.83739,0.36825,0.24258,0.21571,0.07977,2.15378,1.33886,0.82224,0.0005744,0.0005744,0.0005744
110,1556.87,2.45199,1.48893,0.83862,0.3468,0.26306,0.19501,0.0713,2.2107,1.3092,0.823,0.0005612,0.0005612,0.0005612
111,1570.85,2.44996,1.57511,0.85341,0.37039,0.26065,0.19211,0.07189,2.14101,1.33474,0.82063,0.000548,0.000548,0.000548
112,1585.49,2.43304,1.55744,0.81475,0.33828,0.25528,0.19596,0.07409,2.10258,1.34533,0.82049,0.0005348,0.0005348,0.0005348
113,1599.3,2.43584,1.60998,0.82622,0.33426,0.2529,0.19225,0.07018,2.1731,1.37375,0.82305,0.0005216,0.0005216,0.0005216
114,1614.48,2.42388,1.4038,0.82955,0.36919,0.26431,0.23124,0.08448,2.20023,1.34687,0.82099,0.0005084,0.0005084,0.0005084
115,1628.83,2.50138,1.50037,0.82991,0.33724,0.2529,0.20128,0.07599,2.19405,1.33229,0.8246,0.0004952,0.0004952,0.0004952
116,1644.13,2.32522,1.45273,0.83341,0.35047,0.24903,0.21384,0.08268,2.12549,1.32136,0.8214,0.000482,0.000482,0.000482
117,1658.97,2.40848,1.43252,0.81504,0.32677,0.26053,0.20195,0.07916,2.12811,1.29971,0.82084,0.0004688,0.0004688,0.0004688
118,1673.05,2.45851,1.5053,0.82379,0.3431,0.2716,0.22128,0.08175,2.03211,1.28322,0.81608,0.0004556,0.0004556,0.0004556
119,1688.58,2.33815,1.49372,0.82033,0.32228,0.25806,0.19722,0.07483,2.14557,1.31138,0.81752,0.0004424,0.0004424,0.0004424
120,1703.02,2.37477,1.53336,0.81978,0.33503,0.25419,0.20372,0.07922,2.15817,1.31512,0.81982,0.0004292,0.0004292,0.0004292
121,1717.53,2.27369,1.39471,0.80817,0.31578,0.28129,0.20419,0.07679,2.08677,1.33169,0.81645,0.000416,0.000416,0.000416
122,1731.34,2.19611,1.51451,0.79993,0.33757,0.27226,0.21497,0.0837,2.04269,1.29915,0.81653,0.0004028,0.0004028,0.0004028
123,1746.16,2.22278,1.40585,0.80174,0.34417,0.26065,0.21136,0.08229,2.11267,1.30244,0.81958,0.0003896,0.0003896,0.0003896
124,1759.54,2.47324,1.59289,0.80692,0.34322,0.26581,0.20934,0.08149,2.11686,1.29887,0.81899,0.0003764,0.0003764,0.0003764
125,1774.13,2.32569,1.46347,0.80572,0.34004,0.2929,0.22407,0.08415,2.0822,1.29619,0.81927,0.0003632,0.0003632,0.0003632
126,1787.25,2.42002,1.4335,0.83049,0.3527,0.28,0.23026,0.08739,2.10924,1.30782,0.81762,0.00035,0.00035,0.00035
127,1802.23,2.31984,1.39824,0.79537,0.35679,0.28,0.22918,0.08491,2.04017,1.29441,0.81626,0.0003368,0.0003368,0.0003368
128,1815.65,2.47185,1.55843,0.81031,0.3585,0.27484,0.219,0.08078,2.09675,1.28787,0.81868,0.0003236,0.0003236,0.0003236
129,1830.21,2.29088,1.40993,0.82143,0.35118,0.2626,0.21636,0.08281,2.07525,1.29387,0.81551,0.0003104,0.0003104,0.0003104
130,1845.05,2.35481,1.42343,0.81489,0.36041,0.28645,0.23292,0.08963,2.05737,1.26369,0.81535,0.0002972,0.0002972,0.0002972
131,1858.84,2.19937,1.41265,0.81007,0.3499,0.27293,0.21553,0.08653,2.08154,1.25934,0.81394,0.000284,0.000284,0.000284
132,1873.87,2.41751,1.50666,0.8224,0.36869,0.27742,0.24035,0.09181,2.09898,1.2586,0.81685,0.0002708,0.0002708,0.0002708
133,1887.4,2.42349,1.44771,0.80959,0.34502,0.29023,0.23109,0.09061,2.02833,1.25267,0.81507,0.0002576,0.0002576,0.0002576
134,1902.09,2.27873,1.41672,0.84734,0.34993,0.28645,0.23553,0.0927,2.01539,1.2551,0.81403,0.0002444,0.0002444,0.0002444
135,1916.05,2.33599,1.51857,0.84574,0.35209,0.27908,0.22778,0.08875,2.01856,1.2549,0.81319,0.0002312,0.0002312,0.0002312
136,1931.22,2.30172,1.42905,0.79002,0.34135,0.29161,0.22641,0.08996,2.04162,1.25897,0.81492,0.000218,0.000218,0.000218
137,1944.94,2.20731,1.4467,0.80008,0.35659,0.27613,0.23442,0.09161,2.09291,1.26579,0.8151,0.0002048,0.0002048,0.0002048
138,1959.74,2.43482,1.52666,0.80973,0.35883,0.28129,0.24171,0.0929,2.07872,1.26213,0.81525,0.0001916,0.0001916,0.0001916
139,1973.52,2.36104,1.59728,0.78179,0.34963,0.27871,0.23188,0.09009,2.04543,1.26549,0.81491,0.0001784,0.0001784,0.0001784
140,1988.37,2.41198,1.51802,0.82294,0.36018,0.27355,0.23614,0.08857,2.03203,1.27868,0.8147,0.0001652,0.0001652,0.0001652
141,2003.37,2.42417,1.52631,0.8214,0.35888,0.28819,0.23196,0.08829,2.03775,1.26597,0.81723,0.000152,0.000152,0.000152
142,2017.64,2.22445,1.53677,0.80442,0.35611,0.27484,0.22803,0.08615,2.08279,1.27324,0.81773,0.0001388,0.0001388,0.0001388
143,2030.89,2.19099,1.48411,0.77888,0.36514,0.27355,0.23125,0.09021,2.04142,1.25411,0.81604,0.0001256,0.0001256,0.0001256
144,2045.6,2.35146,1.48591,0.81108,0.34799,0.27484,0.22547,0.0889,2.04032,1.24897,0.81682,0.0001124,0.0001124,0.0001124
145,2060.25,2.14838,1.41667,0.78265,0.36291,0.26755,0.22281,0.08905,2.03628,1.24864,0.81646,9.92e-05,9.92e-05,9.92e-05
146,2073.33,2.12132,1.40385,0.81537,0.35034,0.26968,0.21977,0.08706,2.0331,1.25236,0.81627,8.6e-05,8.6e-05,8.6e-05
147,2088.17,2.32174,1.44443,0.80562,0.34742,0.27889,0.22383,0.08733,2.01927,1.24934,0.81486,7.28e-05,7.28e-05,7.28e-05
148,2101.35,2.38279,1.44773,0.80297,0.36513,0.28,0.23728,0.08854,2.03094,1.25043,0.81499,5.96e-05,5.96e-05,5.96e-05
149,2115.97,2.35588,1.44946,0.8054,0.36334,0.28129,0.23562,0.08826,2.03713,1.24957,0.81498,4.64e-05,4.64e-05,4.64e-05
150,2129.45,2.13413,1.32596,0.77165,0.36136,0.28548,0.23824,0.08939,2.05738,1.25293,0.81505,3.32e-05,3.32e-05,3.32e-05
