epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,307.235,0.56965,0.37379,0.83702,0.9947,1,0.995,0.90763,0.45932,0.33191,0.84003,0.00101,0.00101,0.00101
27,320.535,0.57318,0.37447,0.84508,0.99688,0.99832,0.99498,0.91715,0.449,0.31651,0.83615,0.0009704,0.0009704,0.0009704
28,331.588,0.51715,0.36175,0.8326,0.99533,1,0.99495,0.91839,0.43815,0.31047,0.83215,0.0009308,0.0009308,0.0009308
29,344.881,0.54647,0.35918,0.85093,1,0.99987,0.995,0.9217,0.42194,0.30516,0.8306,0.0008912,0.0008912,0.0008912
30,355.91,0.53337,0.34804,0.84391,1,0.99785,0.995,0.93,0.41984,0.29662,0.82864,0.0008516,0.0008516,0.0008516
31,368.7,0.52935,0.3385,0.83416,0.99963,0.99832,0.995,0.91837,0.41482,0.2873,0.83057,0.000812,0.000812,0.000812
32,381.901,0.50724,0.33242,0.84943,0.99996,1,0.995,0.92458,0.407,0.28199,0.82989,0.0007724,0.0007724,0.0007724
33,393.125,0.51376,0.32895,0.83401,1,0.99832,0.995,0.92527,0.417,0.28987,0.82886,0.0007328,0.0007328,0.0007328
34,406.805,0.5114,0.33587,0.84317,0.99813,1,0.995,0.92685,0.40929,0.28041,0.82499,0.0006932,0.0006932,0.0006932
35,416.891,0.48629,0.32457,0.82437,0.99642,1,0.99497,0.94008,0.38596,0.28138,0.82259,0.0006536,0.0006536,0.0006536
36,429.677,0.50346,0.32951,0.8446,0.99981,1,0.995,0.93987,0.38481,0.26683,0.82369,0.000614,0.000614,0.000614
37,441.843,0.49061,0.3248,0.82917,0.99807,1,0.995,0.93806,0.38094,0.26698,0.82217,0.0005744,0.0005744,0.0005744
38,452.513,0.46684,0.30257,0.82609,0.99833,0.99901,0.995,0.94815,0.36278,0.25985,0.81935,0.0005348,0.0005348,0.0005348
39,463.738,0.48259,0.31609,0.83913,1,0.99962,0.995,0.93873,0.37055,0.25748,0.82298,0.0004952,0.0004952,0.0004952
40,473.439,0.45909,0.3071,0.81715,0.99964,1,0.995,0.93998,0.35949,0.25472,0.81859,0.0004556,0.0004556,0.0004556
41,487.151,0.44197,0.30305,0.82752,0.99957,1,0.995,0.94469,0.35782,0.25996,0.81817,0.000416,0.000416,0.000416
42,501.362,0.43662,0.29627,0.81661,0.99986,1,0.995,0.94742,0.36122,0.25607,0.8169,0.0003764,0.0003764,0.0003764
43,511.497,0.42145,0.29084,0.81281,0.99985,1,0.995,0.94285,0.36353,0.25661,0.81689,0.0003368,0.0003368,0.0003368
44,523.869,0.42444,0.28831,0.82191,0.99982,1,0.995,0.94184,0.36786,0.2573,0.81875,0.0002972,0.0002972,0.0002972
45,533.438,0.44169,0.2913,0.81171,0.99991,1,0.995,0.95086,0.35035,0.25134,0.8165,0.0002576,0.0002576,0.0002576
46,544.897,0.42416,0.27956,0.81828,0.99982,1,0.995,0.95731,0.33407,0.23674,0.81313,0.000218,0.000218,0.000218
47,558.063,0.39583,0.26388,0.80384,0.99987,1,0.995,0.94679,0.35063,0.23746,0.81465,0.0001784,0.0001784,0.0001784
48,568.745,0.40469,0.2766,0.80703,0.99986,1,0.995,0.95448,0.34087,0.23286,0.81371,0.0001388,0.0001388,0.0001388
49,580.297,0.40452,0.27523,0.81252,0.99982,1,0.995,0.95918,0.32657,0.22641,0.81244,9.92e-05,9.92e-05,9.92e-05
50,589.861,0.3801,0.26367,0.81099,0.9998,1,0.995,0.9564,0.32498,0.22392,0.81267,5.96e-05,5.96e-05,5.96e-05
